Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,patient_id,Platform,ReleaseDate,create_date,version,Sample Name,selection_marker,source_name,SRA Study,tissue
SRR17762947,RNA-Seq,107,948096719,PRJNA800731,SAMN25279690,320556341,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925342,GSM5837641,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,Ctrl031,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:46:00Z,1,GSM5837641,CD45+,Peripheral blood,SRP356854,Blood
SRR17762948,RNA-Seq,107,965170495,PRJNA800731,SAMN25279691,328214106,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925343,GSM5837642,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt03006,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:46:00Z,1,GSM5837642,CD45+,Peripheral blood,SRP356854,Blood
SRR17762949,RNA-Seq,107,937076254,PRJNA800731,SAMN25279692,318117143,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925293,GSM5837643,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt03025,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:45:00Z,1,GSM5837643,CD45+,Peripheral blood,SRP356854,Blood
SRR17762950,RNA-Seq,107,1150746159,PRJNA800731,SAMN25279693,400009235,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925294,GSM5837644,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,Ctrl028,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:46:00Z,1,GSM5837644,CD45+,Peripheral blood,SRP356854,Blood
SRR17762951,RNA-Seq,107,937311440,PRJNA800731,SAMN25279694,319658626,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925295,GSM5837645,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt03026,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:46:00Z,1,GSM5837645,CD45+,Peripheral blood,SRP356854,Blood
SRR17762952,RNA-Seq,107,993580600,PRJNA800731,SAMN25279695,328617987,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925296,GSM5837646,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt01039,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:45:00Z,1,GSM5837646,CD45+,Peripheral blood,SRP356854,Blood
SRR17762953,RNA-Seq,107,992147763,PRJNA800731,SAMN25279696,330777021,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925297,GSM5837647,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt01039,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:46:00Z,1,GSM5837647,CD45+,Peripheral blood,SRP356854,Blood
SRR17762954,RNA-Seq,107,1184725721,PRJNA800731,SAMN25279697,393221152,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925298,GSM5837648,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,Ctrl035,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:47:00Z,1,GSM5837648,CD90+,Forearm skin,SRP356854,Skin
SRR17762955,RNA-Seq,107,1277379589,PRJNA800731,SAMN25279698,428383270,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925299,GSM5837649,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,Ctrl036,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:47:00Z,1,GSM5837649,CD90+,Forearm skin,SRP356854,Skin
SRR17762956,RNA-Seq,107,1408796989,PRJNA800731,SAMN25279699,471993456,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925300,GSM5837650,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt01042,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:48:00Z,1,GSM5837650,CD90+,Forearm skin,SRP356854,Skin
SRR17762957,RNA-Seq,107,1265785818,PRJNA800731,SAMN25279700,446018780,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925864,GSM5837651,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt01042,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:47:00Z,1,GSM5837651,CD90+,Forearm skin,SRP356854,Skin
SRR17762958,RNA-Seq,107,1275345840,PRJNA800731,SAMN25279701,419733468,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925865,GSM5837652,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt03005,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:47:00Z,1,GSM5837652,CD90+,Forearm skin,SRP356854,Skin
SRR17762959,RNA-Seq,107,1318362943,PRJNA800731,SAMN25279702,440640421,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925866,GSM5837653,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt03005,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:47:00Z,1,GSM5837653,CD90+,Forearm skin,SRP356854,Skin
SRR17762960,RNA-Seq,107,1427501017,PRJNA800731,SAMN25279703,484280348,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925867,GSM5837654,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt01043,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:48:00Z,1,GSM5837654,CD90+,Forearm skin,SRP356854,Skin
SRR17762961,RNA-Seq,107,1323200520,PRJNA800731,SAMN25279704,432894153,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925868,GSM5837655,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt01043,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:47:00Z,1,GSM5837655,CD45+,Peripheral blood,SRP356854,Blood
SRR17762962,RNA-Seq,107,1299934012,PRJNA800731,SAMN25279705,423841846,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925869,GSM5837656,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,Ctrl037,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:47:00Z,1,GSM5837656,CD90+,Forearm skin,SRP356854,Skin
SRR17762963,RNA-Seq,107,1394352952,PRJNA800731,SAMN25279706,461444416,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925870,GSM5837657,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,Ctrl037,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:48:00Z,1,GSM5837657,CD90+,Forearm skin,SRP356854,Skin
SRR17762964,RNA-Seq,107,923888825,PRJNA800731,SAMN25279707,298286909,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925871,GSM5837658,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,Ctrl038,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:46:00Z,1,GSM5837658,CD90+,Forearm skin,SRP356854,Skin
SRR17762965,RNA-Seq,107,1274481708,PRJNA800731,SAMN25279708,424506717,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925344,GSM5837659,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,Ctrl035,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:48:00Z,1,GSM5837659,CD45+,Forearm skin,SRP356854,Skin
SRR17762966,RNA-Seq,107,1219451287,PRJNA800731,SAMN25279709,412920596,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925345,GSM5837660,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt01040,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:47:00Z,1,GSM5837660,CD90+,Forearm skin,SRP356854,Skin
SRR17762967,RNA-Seq,107,840408709,PRJNA800731,SAMN25279710,275806662,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925346,GSM5837661,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt01042,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:45:00Z,1,GSM5837661,CD45+,Forearm skin,SRP356854,Skin
SRR17762968,RNA-Seq,107,1503026111,PRJNA800731,SAMN25279711,498146685,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925347,GSM5837662,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt01042,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:47:00Z,1,GSM5837662,CD45+,Peripheral blood,SRP356854,Blood
SRR17762969,RNA-Seq,107,1219016760,PRJNA800731,SAMN25279712,395581597,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925348,GSM5837663,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt01042,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:47:00Z,1,GSM5837663,CD45+,Peripheral blood,SRP356854,Blood
SRR17762970,RNA-Seq,107,1659288590,PRJNA800731,SAMN25279713,543840155,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925349,GSM5837664,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt03006,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:48:00Z,1,GSM5837664,CD45+,Peripheral blood,SRP356854,Blood
SRR17762971,RNA-Seq,107,1139952320,PRJNA800731,SAMN25279714,385177716,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925350,GSM5837665,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt01043,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:47:00Z,1,GSM5837665,CD90+,Forearm skin,SRP356854,Skin
SRR17762972,RNA-Seq,107,912813897,PRJNA800731,SAMN25279715,296403687,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925351,GSM5837666,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt01043,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:46:00Z,1,GSM5837666,CD45+,Forearm skin,SRP356854,Skin
SRR17762973,RNA-Seq,107,874710234,PRJNA800731,SAMN25279716,296432807,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925496,GSM5837667,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,Ctrl037,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:46:00Z,1,GSM5837667,CD45+,Forearm skin,SRP356854,Skin
SRR17762974,RNA-Seq,84,707786352,PRJNA800731,SAMN25279717,311322419,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925497,GSM5837668,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt01044,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:46:00Z,1,GSM5837668,CD90+,Forearm skin,SRP356854,Skin
SRR17762975,RNA-Seq,84,731200344,PRJNA800731,SAMN25279749,321061063,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925498,GSM5837669,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt01045,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:46:00Z,1,GSM5837669,CD90+,Forearm skin,SRP356854,Skin
SRR17762976,RNA-Seq,84,879861696,PRJNA800731,SAMN25279751,371768825,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925499,GSM5837670,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt01046,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:46:00Z,1,GSM5837670,CD90+,Forearm skin,SRP356854,Skin
SRR17762977,RNA-Seq,84,578393508,PRJNA800731,SAMN25279753,257400792,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925500,GSM5837671,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt01046,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:46:00Z,1,GSM5837671,CD45+,Forearm skin,SRP356854,Skin
SRR17762978,RNA-Seq,84,668870664,PRJNA800731,SAMN25279755,297467261,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925501,GSM5837672,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,Ctrl039,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:46:00Z,1,GSM5837672,CD90+,Forearm skin,SRP356854,Skin
SRR17762979,RNA-Seq,84,797729268,PRJNA800731,SAMN25279757,349655299,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925502,GSM5837673,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt01044,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:46:00Z,1,GSM5837673,CD90+,Forearm skin,SRP356854,Skin
SRR17762980,RNA-Seq,84,846811980,PRJNA800731,SAMN25279759,371270652,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925503,GSM5837674,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt01044,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:46:00Z,1,GSM5837674,CD45+,Forearm skin,SRP356854,Skin
SRR17762981,RNA-Seq,84,727222608,PRJNA800731,SAMN25279761,319352486,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925872,GSM5837675,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt01045,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:45:00Z,1,GSM5837675,CD90+,Forearm skin,SRP356854,Skin
SRR17762982,RNA-Seq,84,921854304,PRJNA800731,SAMN25279763,390074139,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925873,GSM5837676,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,Ctrl003,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:46:00Z,1,GSM5837676,CD90+,Forearm skin,SRP356854,Skin
SRR17762983,RNA-Seq,84,859939332,PRJNA800731,SAMN25279765,367548137,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925874,GSM5837677,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt01046,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:45:00Z,1,GSM5837677,CD90+,Forearm skin,SRP356854,Skin
SRR17762984,RNA-Seq,84,600331452,PRJNA800731,SAMN25279767,267436992,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925875,GSM5837678,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt01046,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:45:00Z,1,GSM5837678,CD90+,Forearm skin,SRP356854,Skin
SRR17762985,RNA-Seq,84,803484360,PRJNA800731,SAMN25279768,352949255,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925876,GSM5837679,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,Ctrl042,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:45:00Z,1,GSM5837679,CD90+,Forearm skin,SRP356854,Skin
SRR17762986,RNA-Seq,84,768727008,PRJNA800731,SAMN25279770,339675322,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925877,GSM5837680,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,Ctrl041,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:45:00Z,1,GSM5837680,CD90+,Forearm skin,SRP356854,Skin
SRR17762987,RNA-Seq,84,592937604,PRJNA800731,SAMN25279778,265177057,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925878,GSM5837681,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,Ctrl040,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:45:00Z,1,GSM5837681,CD90+,Forearm skin,SRP356854,Skin
SRR17762988,RNA-Seq,84,937085772,PRJNA800731,SAMN25279781,394532383,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925879,GSM5837682,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt01044,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:47:00Z,1,GSM5837682,CD45+,Peripheral blood,SRP356854,Blood
SRR17762989,RNA-Seq,84,607231128,PRJNA800731,SAMN25279783,266994082,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925352,GSM5837683,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt01044,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:46:00Z,1,GSM5837683,CD45+,Peripheral blood,SRP356854,Blood
SRR17762990,RNA-Seq,84,661116456,PRJNA800731,SAMN25279785,294030846,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925353,GSM5837684,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt01045,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:45:00Z,1,GSM5837684,CD45+,Peripheral blood,SRP356854,Blood
SRR17762991,RNA-Seq,84,783124944,PRJNA800731,SAMN25279772,342860609,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925354,GSM5837685,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt01045,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:45:00Z,1,GSM5837685,CD45+,Peripheral blood,SRP356854,Blood
SRR17762992,RNA-Seq,84,504736344,PRJNA800731,SAMN25279774,226129645,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925355,GSM5837686,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,Ctrl043,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:45:00Z,1,GSM5837686,CD90+,Forearm skin,SRP356854,Skin
SRR17762993,RNA-Seq,84,1003734816,PRJNA800731,SAMN25279776,442682838,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925356,GSM5837687,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt01046,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:47:00Z,1,GSM5837687,CD45+,Peripheral blood,SRP356854,Blood
SRR17762994,RNA-Seq,107,623269650,PRJNA800731,SAMN25279787,216023608,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925357,GSM5837688,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt03028,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:45:00Z,1,GSM5837688,CD90+,Forearm skin,SRP356854,Skin
SRR17762995,RNA-Seq,107,618740019,PRJNA800731,SAMN25279789,214100595,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925358,GSM5837689,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt03028,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:45:00Z,1,GSM5837689,CD90+,Forearm skin,SRP356854,Skin
SRR17762996,RNA-Seq,107,609340604,PRJNA800731,SAMN25279791,211810037,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925359,GSM5837690,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,Ctrl047,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:46:00Z,1,GSM5837690,CD90+,Forearm skin,SRP356854,Skin
SRR17762997,RNA-Seq,107,674646128,PRJNA800731,SAMN25279793,232248944,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925504,GSM5837691,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt03028,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:45:00Z,1,GSM5837691,CD45+,Forearm skin,SRP356854,Skin
SRR17762998,RNA-Seq,107,615615084,PRJNA800731,SAMN25279794,214996740,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925505,GSM5837692,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,Ctrl046,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:45:00Z,1,GSM5837692,CD90+,Forearm skin,SRP356854,Skin
SRR17762999,RNA-Seq,107,513111438,PRJNA800731,SAMN25279796,178107009,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925506,GSM5837693,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,Ctrl050,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:45:00Z,1,GSM5837693,CD90+,Forearm skin,SRP356854,Skin
SRR17763000,RNA-Seq,107,575723558,PRJNA800731,SAMN25279799,199973861,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925507,GSM5837694,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,Ctrl049,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:45:00Z,1,GSM5837694,CD90+,Forearm skin,SRP356854,Skin
SRR17763001,RNA-Seq,107,547852412,PRJNA800731,SAMN25279800,187752797,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925508,GSM5837695,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,Ctrl048,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:45:00Z,1,GSM5837695,CD90+,Forearm skin,SRP356854,Skin
SRR17763002,RNA-Seq,107,632430134,PRJNA800731,SAMN25279802,220054501,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925509,GSM5837696,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,Ctrl044,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:45:00Z,1,GSM5837696,CD90+,Forearm skin,SRP356854,Skin
SRR17763003,RNA-Seq,107,451353392,PRJNA800731,SAMN25279804,155952121,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925510,GSM5837697,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,Ctrl003,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:45:00Z,1,GSM5837697,CD90+,Forearm skin,SRP356854,Skin
SRR17763004,RNA-Seq,107,551648558,PRJNA800731,SAMN25279806,192430661,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925511,GSM5837698,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt03024,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:45:00Z,1,GSM5837698,CD45+,Peripheral blood,SRP356854,Blood
SRR17763005,RNA-Seq,107,556756310,PRJNA800731,SAMN25279808,192390817,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925301,GSM5837699,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt01046,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:45:00Z,1,GSM5837699,CD45+,Peripheral blood,SRP356854,Blood
SRR17763006,RNA-Seq,107,675698473,PRJNA800731,SAMN25279810,234410261,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925302,GSM5837700,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt01040,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:45:00Z,1,GSM5837700,CD45+,Peripheral blood,SRP356854,Blood
